city,indicator,value,year,lat,lon,district
Дрогобич,Житлова політика,0.5,2017,49.35801160000001,23.5123193,False
Дрогобич,Житлова політика,6.0,2018,49.35801160000001,23.5123193,False
Дрогобич,Загальний бал,46.2,2017,49.35801160000001,23.5123193,False
Дрогобич,Загальний бал,85.2,2018,49.35801160000001,23.5123193,False
Дрогобич,Закупівлі,3.5,2017,49.35801160000001,23.5123193,False
Дрогобич,Закупівлі,6.0,2018,49.35801160000001,23.5123193,False
Дрогобич,Землекористування та будівельна політика,6.4,2017,49.35801160000001,23.5123193,False
Дрогобич,Землекористування та будівельна політика,10.0,2018,49.35801160000001,23.5123193,False
Дрогобич,Кадрові питання,3.0,2017,49.35801160000001,23.5123193,False
Дрогобич,Кадрові питання,5.0,2018,49.35801160000001,23.5123193,False
Дрогобич,Комунальне майно,6.0,2017,49.35801160000001,23.5123193,False
Дрогобич,Комунальне майно,7.0,2018,49.35801160000001,23.5123193,False
Дрогобич,Комунальні підприємства,3.0,2017,49.35801160000001,23.5123193,False
Дрогобич,Комунальні підприємства,7.0,2018,49.35801160000001,23.5123193,False
Дрогобич,Освіта,4.5,2017,49.35801160000001,23.5123193,False
Дрогобич,Освіта,4.5,2018,49.35801160000001,23.5123193,False
Дрогобич,Професійна етика та конфлікт інтересів,2.0,2017,49.35801160000001,23.5123193,False
Дрогобич,Професійна етика та конфлікт інтересів,3.5,2018,49.35801160000001,23.5123193,False
Дрогобич,Соціальні послуги,1.0,2017,49.35801160000001,23.5123193,False
Дрогобич,Соціальні послуги,4.0,2018,49.35801160000001,23.5123193,False
Дрогобич,"Фінансова та матеріальна допомога, гранти",3.5,2017,49.35801160000001,23.5123193,False
Дрогобич,"Фінансова та матеріальна допомога, гранти",8.0,2018,49.35801160000001,23.5123193,False
Дружківка,Інформація про роботу ОМС,3.7,2017,48.6161912,37.52721870000001,False
Дружківка,Інформація про роботу ОМС,4.2,2018,48.6161912,37.52721870000001,False
Дружківка,Бюджетний процес,5.16,2017,48.6161912,37.52721870000001,False
Дружківка,Бюджетний процес,4.0,2018,48.6161912,37.52721870000001,False
Дружківка,Доступ та участь,3.5,2017,48.6161912,37.52721870000001,False
Дружківка,Доступ та участь,7.2,2018,48.6161912,37.52721870000001,False
Дружківка,Житлова політика,1.0,2017,48.6161912,37.52721870000001,False
Дружківка,Житлова політика,2.0,2018,48.6161912,37.52721870000001,False
Дружківка,Загальний бал,29.259999999999998,2017,48.6161912,37.52721870000001,False
Дружківка,Загальний бал,36.9,2018,48.6161912,37.52721870000001,False
Дружківка,Закупівлі,1.5,2017,48.6161912,37.52721870000001,False
Дружківка,Закупівлі,1.5,2018,48.6161912,37.52721870000001,False
Дружківка,Землекористування та будівельна політика,1.0,2017,48.6161912,37.52721870000001,False
Дружківка,Землекористування та будівельна політика,4.0,2018,48.6161912,37.52721870000001,False
Дружківка,Кадрові питання,1.5,2017,48.6161912,37.52721870000001,False
Дружківка,Кадрові питання,3.5,2018,48.6161912,37.52721870000001,False
Дружківка,Комунальне майно,1.5,2017,48.6161912,37.52721870000001,False
Дружківка,Комунальне майно,3.0,2018,48.6161912,37.52721870000001,False
Дружківка,Комунальні підприємства,2.8,2017,48.6161912,37.52721870000001,False
Дружківка,Комунальні підприємства,1.5,2018,48.6161912,37.52721870000001,False
Дружківка,Освіта,2.9,2017,48.6161912,37.52721870000001,False
Дружківка,Освіта,3.5,2018,48.6161912,37.52721870000001,False
Дружківка,Професійна етика та конфлікт інтересів,3.0,2017,48.6161912,37.52721870000001,False
Дружківка,Професійна етика та конфлікт інтересів,0.5,2018,48.6161912,37.52721870000001,False
Дружківка,Соціальні послуги,0.7,2017,48.6161912,37.52721870000001,False
Дружківка,Соціальні послуги,1.0,2018,48.6161912,37.52721870000001,False
Дружківка,"Фінансова та матеріальна допомога, гранти",1.0,2017,48.6161912,37.52721870000001,False
Дружківка,"Фінансова та матеріальна допомога, гранти",1.0,2018,48.6161912,37.52721870000001,False
Дубно,Інформація про роботу ОМС,1.9,2017,50.4009139,25.7590674,False
Дубно,Інформація про роботу ОМС,3.2,2018,50.4009139,25.7590674,False
Дубно,Бюджетний процес,2.8600000000000003,2017,50.4009139,25.7590674,False
Дубно,Бюджетний процес,2.0,2018,50.4009139,25.7590674,False
Дубно,Доступ та участь,7.5,2017,50.4009139,25.7590674,False
Дубно,Доступ та участь,8.0,2018,50.4009139,25.7590674,False
Дубно,Житлова політика,0.0,2017,50.4009139,25.7590674,False
Дубно,Житлова політика,0.0,2018,50.4009139,25.7590674,False
Дубно,Загальний бал,29.490000000000002,2017,50.4009139,25.7590674,False
Дубно,Загальний бал,39.4,2018,50.4009139,25.7590674,False
Дубно,Закупівлі,1.5,2017,50.4009139,25.7590674,False
Дубно,Закупівлі,0.5,2018,50.4009139,25.7590674,False
Дубно,Землекористування та будівельна політика,5.2,2017,50.4009139,25.7590674,False
Дубно,Землекористування та будівельна політика,7.0,2018,50.4009139,25.7590674,False
Дубно,Кадрові питання,1.0,2017,50.4009139,25.7590674,False
Дубно,Кадрові питання,2.0,2018,50.4009139,25.7590674,False
Дубно,Комунальне майно,4.6,2017,50.4009139,25.7590674,False
Дубно,Комунальне майно,4.0,2018,50.4009139,25.7590674,False
Дубно,Комунальні підприємства,2.1,2017,50.4009139,25.7590674,False
Дубно,Комунальні підприємства,3.7,2018,50.4009139,25.7590674,False
Дубно,Освіта,0.0,2017,50.4009139,25.7590674,False
Дубно,Освіта,4.0,2018,50.4009139,25.7590674,False
Дубно,Професійна етика та конфлікт інтересів,0.33,2017,50.4009139,25.7590674,False
Дубно,Професійна етика та конфлікт інтересів,0.5,2018,50.4009139,25.7590674,False
Дубно,Соціальні послуги,2.5,2017,50.4009139,25.7590674,False
Дубно,Соціальні послуги,2.0,2018,50.4009139,25.7590674,False
Дубно,"Фінансова та матеріальна допомога, гранти",0.0,2017,50.4009139,25.7590674,False
Дубно,"Фінансова та матеріальна допомога, гранти",2.5,2018,50.4009139,25.7590674,False
Дунаївці,Інформація про роботу ОМС,3.7,2017,48.8922474,26.8603864,False
Дунаївці,Інформація про роботу ОМС,5.9,2018,48.8922474,26.8603864,False
Дунаївці,Бюджетний процес,0.0,2017,48.8922474,26.8603864,False
Дунаївці,Бюджетний процес,2.5,2018,48.8922474,26.8603864,False
Дунаївці,Доступ та участь,1.2,2017,48.8922474,26.8603864,False
Дунаївці,Доступ та участь,7.0,2018,48.8922474,26.8603864,False
Дунаївці,Житлова політика,0.0,2017,48.8922474,26.8603864,False
Дунаївці,Житлова політика,0.5,2018,48.8922474,26.8603864,False
Дунаївці,Загальний бал,11.33,2017,48.8922474,26.8603864,False
Дунаївці,Загальний бал,36.23,2018,48.8922474,26.8603864,False
Дунаївці,Закупівлі,0.5,2017,48.8922474,26.8603864,False
Дунаївці,Закупівлі,3.5,2018,48.8922474,26.8603864,False
Дунаївці,Землекористування та будівельна політика,2.0,2017,48.8922474,26.8603864,False
Дунаївці,Землекористування та будівельна політика,2.5,2018,48.8922474,26.8603864,False
Дунаївці,Кадрові питання,2.0,2017,48.8922474,26.8603864,False
Дунаївці,Кадрові питання,3.5,2018,48.8922474,26.8603864,False
Дунаївці,Комунальне майно,0.0,2017,48.8922474,26.8603864,False
Дунаївці,Комунальне майно,0.0,2018,48.8922474,26.8603864,False
Дунаївці,Комунальні підприємства,1.1,2017,48.8922474,26.8603864,False
Дунаївці,Комунальні підприємства,3.5,2018,48.8922474,26.8603864,False
Дунаївці,Освіта,0.0,2017,48.8922474,26.8603864,False
Дунаївці,Освіта,3.5,2018,48.8922474,26.8603864,False
Дунаївці,Професійна етика та конфлікт інтересів,0.83,2017,48.8922474,26.8603864,False
Дунаївці,Професійна етика та конфлікт інтересів,3.83,2018,48.8922474,26.8603864,False
Дунаївці,Соціальні послуги,0.0,2017,48.8922474,26.8603864,False
Дунаївці,Соціальні послуги,0.0,2018,48.8922474,26.8603864,False
Дунаївці,"Фінансова та матеріальна допомога, гранти",0.0,2017,48.8922474,26.8603864,False
Дунаївці,"Фінансова та матеріальна допомога, гранти",0.0,2018,48.8922474,26.8603864,False
Енергодар,Інформація про роботу ОМС,2.7,2017,47.50150670000001,34.6341859,False
Енергодар,Інформація про роботу ОМС,7.1,2018,47.50150670000001,34.6341859,False
Енергодар,Бюджетний процес,1.33,2017,47.50150670000001,34.6341859,False
Енергодар,Бюджетний процес,4.5,2018,47.50150670000001,34.6341859,False
Енергодар,Доступ та участь,3.4,2017,47.50150670000001,34.6341859,False
Енергодар,Доступ та участь,4.7,2018,47.50150670000001,34.6341859,False
Енергодар,Житлова політика,1.0,2017,47.50150670000001,34.6341859,False
Енергодар,Житлова політика,1.5,2018,47.50150670000001,34.6341859,False
Енергодар,Загальний бал,32.559999999999995,2017,47.50150670000001,34.6341859,False
Енергодар,Загальний бал,52.1,2018,47.50150670000001,34.6341859,False
Енергодар,Закупівлі,5.3,2017,47.50150670000001,34.6341859,False
Енергодар,Закупівлі,5.0,2018,47.50150670000001,34.6341859,False
Енергодар,Землекористування та будівельна політика,3.5,2017,47.50150670000001,34.6341859,False
Енергодар,Землекористування та будівельна політика,4.1,2018,47.50150670000001,34.6341859,False
Енергодар,Кадрові питання,3.0,2017,47.50150670000001,34.6341859,False
Енергодар,Кадрові питання,5.0,2018,47.50150670000001,34.6341859,False
Енергодар,Комунальне майно,2.2,2017,47.50150670000001,34.6341859,False
Енергодар,Комунальне майно,2.5,2018,47.50150670000001,34.6341859,False
Енергодар,Комунальні підприємства,3.8,2017,47.50150670000001,34.6341859,False
Енергодар,Комунальні підприємства,3.6999999999999997,2018,47.50150670000001,34.6341859,False
Енергодар,Освіта,3.5,2017,47.50150670000001,34.6341859,False
Енергодар,Освіта,4.5,2018,47.50150670000001,34.6341859,False
Енергодар,Професійна етика та конфлікт інтересів,1.33,2017,47.50150670000001,34.6341859,False
Енергодар,Професійна етика та конфлікт інтересів,3.0,2018,47.50150670000001,34.6341859,False
Енергодар,Соціальні послуги,0.5,2017,47.50150670000001,34.6341859,False
Енергодар,Соціальні послуги,3.0,2018,47.50150670000001,34.6341859,False
Енергодар,"Фінансова та матеріальна допомога, гранти",1.0,2017,47.50150670000001,34.6341859,False
Енергодар,"Фінансова та матеріальна допомога, гранти",3.5,2018,47.50150670000001,34.6341859,False
Житомир,Інформація про роботу ОМС,6.5,2017,50.25465,28.45,True
Житомир,Інформація про роботу ОМС,7.6,2018,50.25465,28.45,True
Житомир,Бюджетний процес,7.0,2017,50.25465,28.45,True
Житомир,Бюджетний процес,7.0,2018,50.25465,28.45,True
Житомир,Доступ та участь,7.0,2017,50.25465,28.45,True
Житомир,Доступ та участь,8.1,2018,50.25465,28.45,True
Житомир,Житлова політика,0.5,2017,50.25465,28.45,True
Житомир,Житлова політика,1.5,2018,50.25465,28.45,True
Житомир,Загальний бал,42.779999999999994,2017,50.25465,28.45,True
Житомир,Загальний бал,63.85,2018,50.25465,28.45,True
Житомир,Закупівлі,4.75,2017,50.25465,28.45,True
Житомир,Закупівлі,5.25,2018,50.25465,28.45,True
Житомир,Землекористування та будівельна політика,6.4,2017,50.25465,28.45,True
Житомир,Землекористування та будівельна політика,7.5,2018,50.25465,28.45,True
Житомир,Кадрові питання,3.5,2017,50.25465,28.45,True
Житомир,Кадрові питання,5.0,2018,50.25465,28.45,True
Житомир,Комунальне майно,1.8,2017,50.25465,28.45,True
Житомир,Комунальне майно,3.5,2018,50.25465,28.45,True
Житомир,Комунальні підприємства,1.5,2017,50.25465,28.45,True
Житомир,Комунальні підприємства,4.4,2018,50.25465,28.45,True
Житомир,Освіта,0.0,2017,50.25465,28.45,True
Житомир,Освіта,3.5,2018,50.25465,28.45,True
Житомир,Професійна етика та конфлікт інтересів,0.33,2017,50.25465,28.45,True
Житомир,Професійна етика та конфлікт інтересів,4.0,2018,50.25465,28.45,True
Житомир,Соціальні послуги,0.5,2017,50.25465,28.45,True
Житомир,Соціальні послуги,2.0,2018,50.25465,28.45,True
Житомир,"Фінансова та матеріальна допомога, гранти",3.0,2017,50.25465,28.45,True
Житомир,"Фінансова та матеріальна допомога, гранти",4.5,2018,50.25465,28.45,True
Жмеринка,Інформація про роботу ОМС,4.5,2017,49.0390512,28.1085937,False
Жмеринка,Інформація про роботу ОМС,5.0,2018,49.0390512,28.1085937,False
Жмеринка,Бюджетний процес,5.7,2017,49.0390512,28.1085937,False
Жмеринка,Бюджетний процес,6.0,2018,49.0390512,28.1085937,False
Жмеринка,Доступ та участь,5.2,2017,49.0390512,28.1085937,False
Жмеринка,Доступ та участь,6.1,2018,49.0390512,28.1085937,False
Жмеринка,Житлова політика,0.0,2017,49.0390512,28.1085937,False
Жмеринка,Житлова політика,0.0,2018,49.0390512,28.1085937,False
Жмеринка,Загальний бал,29.7,2017,49.0390512,28.1085937,False
Жмеринка,Загальний бал,38.1,2018,49.0390512,28.1085937,False
Жмеринка,Закупівлі,1.0,2017,49.0390512,28.1085937,False
Жмеринка,Закупівлі,2.5,2018,49.0390512,28.1085937,False
Жмеринка,Землекористування та будівельна політика,2.0,2017,49.0390512,28.1085937,False
Жмеринка,Землекористування та будівельна політика,2.5,2018,49.0390512,28.1085937,False
Жмеринка,Кадрові питання,2.0,2017,49.0390512,28.1085937,False
Жмеринка,Кадрові питання,2.0,2018,49.0390512,28.1085937,False
Жмеринка,Комунальне майно,0.6,2017,49.0390512,28.1085937,False
Жмеринка,Комунальне майно,0.6,2018,49.0390512,28.1085937,False
Жмеринка,Комунальні підприємства,0.0,2017,49.0390512,28.1085937,False
Жмеринка,Комунальні підприємства,1.9,2018,49.0390512,28.1085937,False
Жмеринка,Освіта,2.0,2017,49.0390512,28.1085937,False
Жмеринка,Освіта,3.5,2018,49.0390512,28.1085937,False
Жмеринка,Професійна етика та конфлікт інтересів,2.7,2017,49.0390512,28.1085937,False
Жмеринка,Професійна етика та конфлікт інтересів,3.0,2018,49.0390512,28.1085937,False
Жмеринка,Соціальні послуги,1.0,2017,49.0390512,28.1085937,False
Жмеринка,Соціальні послуги,1.5,2018,49.0390512,28.1085937,False
Жмеринка,"Фінансова та матеріальна допомога, гранти",3.0,2017,49.0390512,28.1085937,False
Жмеринка,"Фінансова та матеріальна допомога, гранти",3.5,2018,49.0390512,28.1085937,False
Жовті Води,Інформація про роботу ОМС,4.4,2017,48.3441198,33.524480100000005,False
Жовті Води,Інформація про роботу ОМС,5.4,2018,48.3441198,33.524480100000005,False
Жовті Води,Бюджетний процес,0.6,2017,48.3441198,33.524480100000005,False
Жовті Води,Бюджетний процес,5.0,2018,48.3441198,33.524480100000005,False
Жовті Води,Доступ та участь,4.1,2017,48.3441198,33.524480100000005,False
Жовті Води,Доступ та участь,3.6,2018,48.3441198,33.524480100000005,False
Жовті Води,Житлова політика,0.0,2017,48.3441198,33.524480100000005,False
Жовті Води,Житлова політика,0.5,2018,48.3441198,33.524480100000005,False
Жовті Води,Загальний бал,19.740000000000002,2017,48.3441198,33.524480100000005,False
Жовті Води,Загальний бал,31.86,2018,48.3441198,33.524480100000005,False
Жовті Води,Закупівлі,0.63,2017,48.3441198,33.524480100000005,False
Жовті Води,Закупівлі,2.5,2018,48.3441198,33.524480100000005,False
Жовті Води,Землекористування та будівельна політика,3.0,2017,48.3441198,33.524480100000005,False
Жовті Води,Землекористування та будівельна політика,5.2,2018,48.3441198,33.524480100000005,False
Жовті Води,Кадрові питання,2.0,2017,48.3441198,33.524480100000005,False
Жовті Води,Кадрові питання,3.5,2018,48.3441198,33.524480100000005,False
Жовті Води,Комунальне майно,0.0,2017,48.3441198,33.524480100000005,False
Жовті Води,Комунальне майно,0.0,2018,48.3441198,33.524480100000005,False
Жовті Води,Комунальні підприємства,0.8500000000000001,2017,48.3441198,33.524480100000005,False
Жовті Води,Комунальні підприємства,0.5,2018,48.3441198,33.524480100000005,False
Жовті Води,Освіта,2.5,2017,48.3441198,33.524480100000005,False
Жовті Води,Освіта,3.0,2018,48.3441198,33.524480100000005,False
Жовті Води,Професійна етика та конфлікт інтересів,0.66,2017,48.3441198,33.524480100000005,False
Жовті Води,Професійна етика та конфлікт інтересів,0.66,2018,48.3441198,33.524480100000005,False
Жовті Води,Соціальні послуги,0.0,2017,48.3441198,33.524480100000005,False
Жовті Води,Соціальні послуги,1.0,2018,48.3441198,33.524480100000005,False
Жовті Води,"Фінансова та матеріальна допомога, гранти",1.0,2017,48.3441198,33.524480100000005,False
Жовті Води,"Фінансова та матеріальна допомога, гранти",1.0,2018,48.3441198,33.524480100000005,False
Запоріжжя,Інформація про роботу ОМС,4.9,2017,47.7,35.139567,True
Запоріжжя,Інформація про роботу ОМС,6.1,2018,47.7,35.139567,True
Запоріжжя,Бюджетний процес,4.0,2017,47.7,35.139567,True
Запоріжжя,Бюджетний процес,4.0,2018,47.7,35.139567,True
Запоріжжя,Доступ та участь,2.5,2017,47.7,35.139567,True
Запоріжжя,Доступ та участь,4.5,2018,47.7,35.139567,True
Запоріжжя,Житлова політика,0.5,2017,47.7,35.139567,True
Запоріжжя,Житлова політика,1.0,2018,47.7,35.139567,True
Запоріжжя,Загальний бал,26.029999999999998,2017,47.7,35.139567,True
Запоріжжя,Загальний бал,40.760000000000005,2018,47.7,35.139567,True
Запоріжжя,Закупівлі,3.8,2017,47.7,35.139567,True
Запоріжжя,Закупівлі,5.3,2018,47.7,35.139567,True
Запоріжжя,Землекористування та будівельна політика,2.7,2017,47.7,35.139567,True
Запоріжжя,Землекористування та будівельна політика,3.5,2018,47.7,35.139567,True
Запоріжжя,Кадрові питання,3.0,2017,47.7,35.139567,True
Запоріжжя,Кадрові питання,3.0,2018,47.7,35.139567,True
Запоріжжя,Комунальне майно,0.8,2017,47.7,35.139567,True
Запоріжжя,Комунальне майно,3.0,2018,47.7,35.139567,True
Запоріжжя,Комунальні підприємства,1.0,2017,47.7,35.139567,True
Запоріжжя,Комунальні підприємства,1.7,2018,47.7,35.139567,True
Запоріжжя,Освіта,1.0,2017,47.7,35.139567,True
Запоріжжя,Освіта,3.5,2018,47.7,35.139567,True
Запоріжжя,Професійна етика та конфлікт інтересів,0.83,2017,47.7,35.139567,True
Запоріжжя,Професійна етика та конфлікт інтересів,1.1600000000000001,2018,47.7,35.139567,True
Запоріжжя,Соціальні послуги,0.0,2017,47.7,35.139567,True
Запоріжжя,Соціальні послуги,2.0,2018,47.7,35.139567,True
Запоріжжя,"Фінансова та матеріальна допомога, гранти",1.0,2017,47.7,35.139567,True
Запоріжжя,"Фінансова та матеріальна допомога, гранти",2.0,2018,47.7,35.139567,True
Калуш,Інформація про роботу ОМС,5.1000000000000005,2017,49.04142589999999,24.3950384,False
Калуш,Інформація про роботу ОМС,6.0,2018,49.04142589999999,24.3950384,False
Калуш,Бюджетний процес,0.455,2017,49.04142589999999,24.3950384,False
Калуш,Бюджетний процес,3.0,2018,49.04142589999999,24.3950384,False
Калуш,Доступ та участь,2.5,2017,49.04142589999999,24.3950384,False
Калуш,Доступ та участь,5.0,2018,49.04142589999999,24.3950384,False
Калуш,Житлова політика,0.0,2017,49.04142589999999,24.3950384,False
Калуш,Житлова політика,0.0,2018,49.04142589999999,24.3950384,False
Калуш,Загальний бал,23.485,2017,49.04142589999999,24.3950384,False
Калуш,Загальний бал,32.93,2018,49.04142589999999,24.3950384,False
Калуш,Закупівлі,1.5,2017,49.04142589999999,24.3950384,False
Калуш,Закупівлі,0.0,2018,49.04142589999999,24.3950384,False
Калуш,Землекористування та будівельна політика,2.0,2017,49.04142589999999,24.3950384,False
Калуш,Землекористування та будівельна політика,2.8,2018,49.04142589999999,24.3950384,False
Калуш,Кадрові питання,2.0,2017,49.04142589999999,24.3950384,False
Калуш,Кадрові питання,1.0,2018,49.04142589999999,24.3950384,False
Калуш,Комунальне майно,2.0,2017,49.04142589999999,24.3950384,False
Калуш,Комунальне майно,4.8,2018,49.04142589999999,24.3950384,False
Калуш,Комунальні підприємства,1.9,2017,49.04142589999999,24.3950384,False
Калуш,Комунальні підприємства,2.0,2018,49.04142589999999,24.3950384,False
Калуш,Освіта,0.5,2017,49.04142589999999,24.3950384,False
Калуш,Освіта,4.5,2018,49.04142589999999,24.3950384,False
Калуш,Професійна етика та конфлікт інтересів,0.63,2017,49.04142589999999,24.3950384,False
Калуш,Професійна етика та конфлікт інтересів,0.33,2018,49.04142589999999,24.3950384,False
Калуш,Соціальні послуги,0.4,2017,49.04142589999999,24.3950384,False
Калуш,Соціальні послуги,1.5,2018,49.04142589999999,24.3950384,False
Калуш,"Фінансова та матеріальна допомога, гранти",4.5,2017,49.04142589999999,24.3950384,False
Калуш,"Фінансова та матеріальна допомога, гранти",2.0,2018,49.04142589999999,24.3950384,False
Кам'янець-Подільський,Інформація про роботу ОМС,3.5,2017,48.6967162,26.5825364,False
Кам'янець-Подільський,Інформація про роботу ОМС,3.7,2018,48.6967162,26.5825364,False
Кам'янець-Подільський,Бюджетний процес,3.5,2017,48.6967162,26.5825364,False
Кам'янець-Подільський,Бюджетний процес,5.5,2018,48.6967162,26.5825364,False
Кам'янець-Подільський,Доступ та участь,3.5,2017,48.6967162,26.5825364,False
Кам'янець-Подільський,Доступ та участь,3.7,2018,48.6967162,26.5825364,False
Кам'янець-Подільський,Житлова політика,1.25,2017,48.6967162,26.5825364,False
Кам'янець-Подільський,Житлова політика,1.5,2018,48.6967162,26.5825364,False
Кам'янець-Подільський,Загальний бал,32.38,2017,48.6967162,26.5825364,False
Кам'янець-Подільський,Загальний бал,32.4,2018,48.6967162,26.5825364,False
Кам'янець-Подільський,Закупівлі,1.5,2017,48.6967162,26.5825364,False
Кам'янець-Подільський,Закупівлі,1.5,2018,48.6967162,26.5825364,False
Кам'янець-Подільський,Землекористування та будівельна політика,5.9,2017,48.6967162,26.5825364,False
Кам'янець-Подільський,Землекористування та будівельна політика,3.5999999999999996,2018,48.6967162,26.5825364,False
Кам'янець-Подільський,Кадрові питання,2.25,2017,48.6967162,26.5825364,False
Кам'янець-Подільський,Кадрові питання,2.0,2018,48.6967162,26.5825364,False
Кам'янець-Подільський,Комунальне майно,1.6,2017,48.6967162,26.5825364,False
Кам'янець-Подільський,Комунальне майно,2.0,2018,48.6967162,26.5825364,False
Кам'янець-Подільський,Комунальні підприємства,5.0,2017,48.6967162,26.5825364,False
Кам'янець-Подільський,Комунальні підприємства,2.9,2018,48.6967162,26.5825364,False
Кам'янець-Подільський,Освіта,2.5,2017,48.6967162,26.5825364,False
Кам'янець-Подільський,Освіта,2.5,2018,48.6967162,26.5825364,False
Кам'янець-Подільський,Професійна етика та конфлікт інтересів,0.88,2017,48.6967162,26.5825364,False
Кам'янець-Подільський,Професійна етика та конфлікт інтересів,1.5,2018,48.6967162,26.5825364,False
Кам'янець-Подільський,Соціальні послуги,0.5,2017,48.6967162,26.5825364,False
Кам'янець-Подільський,Соціальні послуги,1.0,2018,48.6967162,26.5825364,False
Кам'янець-Подільський,"Фінансова та матеріальна допомога, гранти",0.5,2017,48.6967162,26.5825364,False
Кам'янець-Подільський,"Фінансова та матеріальна допомога, гранти",1.0,2018,48.6967162,26.5825364,False
Кам'янське,Інформація про роботу ОМС,4.0,2017,48.523117,34.613683,False
Кам'янське,Інформація про роботу ОМС,6.4,2018,48.523117,34.613683,False
Кам'янське,Бюджетний процес,1.0,2017,48.523117,34.613683,False
Кам'янське,Бюджетний процес,5.0,2018,48.523117,34.613683,False
Кам'янське,Доступ та участь,3.0,2017,48.523117,34.613683,False
Кам'янське,Доступ та участь,6.1,2018,48.523117,34.613683,False
Кам'янське,Житлова політика,0.0,2017,48.523117,34.613683,False
Кам'янське,Житлова політика,2.0,2018,48.523117,34.613683,False
Кам'янське,Загальний бал,26.5,2017,48.523117,34.613683,False
Кам'янське,Загальний бал,47.4,2018,48.523117,34.613683,False
Кам'янське,Закупівлі,1.0,2017,48.523117,34.613683,False
Кам'янське,Закупівлі,2.5,2018,48.523117,34.613683,False
Кам'янське,Землекористування та будівельна політика,5.0,2017,48.523117,34.613683,False
Кам'янське,Землекористування та будівельна політика,3.4000000000000004,2018,48.523117,34.613683,False
Кам'янське,Кадрові питання,3.0,2017,48.523117,34.613683,False
Кам'янське,Кадрові питання,3.0,2018,48.523117,34.613683,False
Кам'янське,Комунальне майно,2.0,2017,48.523117,34.613683,False
Кам'янське,Комунальне майно,5.0,2018,48.523117,34.613683,False
Кам'янське,Комунальні підприємства,1.0,2017,48.523117,34.613683,False
Кам'янське,Комунальні підприємства,2.5,2018,48.523117,34.613683,False
Кам'янське,Освіта,3.5,2017,48.523117,34.613683,False
Кам'янське,Освіта,4.5,2018,48.523117,34.613683,False
Кам'янське,Професійна етика та конфлікт інтересів,3.0,2017,48.523117,34.613683,False
Кам'янське,Професійна етика та конфлікт інтересів,6.0,2018,48.523117,34.613683,False
Кам'янське,Соціальні послуги,0.0,2017,48.523117,34.613683,False
Кам'янське,Соціальні послуги,0.0,2018,48.523117,34.613683,False
Кам'янське,"Фінансова та матеріальна допомога, гранти",0.0,2017,48.523117,34.613683,False
Кам'янське,"Фінансова та матеріальна допомога, гранти",1.0,2018,48.523117,34.613683,False
Каховка,Інформація про роботу ОМС,3.9,2017,46.8117208,33.4901963,False
Каховка,Інформація про роботу ОМС,5.2,2018,46.8117208,33.4901963,False
Каховка,Бюджетний процес,4.0,2017,46.8117208,33.4901963,False
Каховка,Бюджетний процес,3.0,2018,46.8117208,33.4901963,False
Каховка,Доступ та участь,6.0,2017,46.8117208,33.4901963,False
Каховка,Доступ та участь,6.2,2018,46.8117208,33.4901963,False
Каховка,Житлова політика,0.0,2017,46.8117208,33.4901963,False
Каховка,Житлова політика,0.0,2018,46.8117208,33.4901963,False
Каховка,Загальний бал,30.990000000000002,2017,46.8117208,33.4901963,False
Каховка,Загальний бал,37.7,2018,46.8117208,33.4901963,False
Каховка,Закупівлі,1.5,2017,46.8117208,33.4901963,False
Каховка,Закупівлі,1.5,2018,46.8117208,33.4901963,False
Каховка,Землекористування та будівельна політика,2.0,2017,46.8117208,33.4901963,False
Каховка,Землекористування та будівельна політика,3.5,2018,46.8117208,33.4901963,False
Каховка,Кадрові питання,1.5,2017,46.8117208,33.4901963,False
Каховка,Кадрові питання,3.5,2018,46.8117208,33.4901963,False
Каховка,Комунальне майно,1.6,2017,46.8117208,33.4901963,False
Каховка,Комунальне майно,3.0,2018,46.8117208,33.4901963,False
Каховка,Комунальні підприємства,1.5,2017,46.8117208,33.4901963,False
Каховка,Комунальні підприємства,1.8,2018,46.8117208,33.4901963,False
Каховка,Освіта,4.0,2017,46.8117208,33.4901963,False
Каховка,Освіта,4.0,2018,46.8117208,33.4901963,False
Каховка,Професійна етика та конфлікт інтересів,2.99,2017,46.8117208,33.4901963,False
Каховка,Професійна етика та конфлікт інтересів,2.0,2018,46.8117208,33.4901963,False
Каховка,Соціальні послуги,1.0,2017,46.8117208,33.4901963,False
Каховка,Соціальні послуги,1.0,2018,46.8117208,33.4901963,False
Каховка,"Фінансова та матеріальна допомога, гранти",1.0,2017,46.8117208,33.4901963,False
Каховка,"Фінансова та матеріальна допомога, гранти",3.0,2018,46.8117208,33.4901963,False
Київ,Інформація про роботу ОМС,6.5,2017,50.4501,30.5234,True
Київ,Інформація про роботу ОМС,6.5,2018,50.4501,30.5234,True
Київ,Бюджетний процес,4.0,2017,50.4501,30.5234,True
Київ,Бюджетний процес,4.0,2018,50.4501,30.5234,True
Київ,Доступ та участь,7.5,2017,50.4501,30.5234,True
Київ,Доступ та участь,8.0,2018,50.4501,30.5234,True
Київ,Житлова політика,3.0,2017,50.4501,30.5234,True
Київ,Житлова політика,3.0,2018,50.4501,30.5234,True
Київ,Загальний бал,51.5,2017,50.4501,30.5234,True
Київ,Загальний бал,60.5,2018,50.4501,30.5234,True
Київ,Закупівлі,3.0,2017,50.4501,30.5234,True
